series,season,round_number,event_date,event,circuit,session,driver,team,manufacturer,car_class,lap_number,lap_time_s,sector1_s,sector2_s,sector3_s,compound,tyre_manufacturer,tyre_life,fresh_tyre,stint,position,track_status,pit_in,pit_out,is_accurate,deleted,air_temp_c,track_temp_c,humidity_pct,pressure_mbar,rainfall,wind_speed_ms,wind_direction_deg,gap_ahead_s,gap_behind_s,mean_speed_kph,max_speed_kph,mean_throttle_pct,brake_fraction,mean_rpm,max_rpm,gear_changes,drs_fraction
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,11,88.2138277197101,27.37477249106219,32.66810967031937,28.17094555832854,HARD,Pirelli,11.0,0,1,1,1,False,False,True,False,23.352952496075602,35.011109979130715,46.68051097463314,1010.8128257624053,False,2.595650066931998,307.49142885317406,1.0781443053885404,2.1831184452664982,208.9336265224746,324.84276694649293,65.08876469867774,0.19514972982664716,10237.942902422858,11886.172307699366,47,0.12747238227049004
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,12,88.31140979592239,27.376164875076515,32.70041344880144,28.234831472044434,HARD,Pirelli,12.0,0,1,1,1,False,False,True,False,23.445333642013594,35.89839634898765,44.854823092810676,1006.8350293185358,False,2.077832104933036,340.5351124724304,1.0259299020337227,2.10443858896133,206.28866478953208,322.5083938572362,66.07706952754043,0.1713948439263272,10203.245727054626,11783.334514911969,45,0.09056582617901217
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,13,88.3813067884567,27.36823381360497,32.67448425571723,28.338588719134492,HARD,Pirelli,13.0,0,1,1,1,False,False,True,False,23.151704321417984,34.01538812170981,45.938601371577825,1008.8255380754975,False,2.6016321341582036,348.0856404685925,1.0356066288820274,2.133975592541822,208.7678847227973,327.0503219737602,63.21442190826638,0.18887902377835045,10388.366564954506,11798.5970269869,51,0.10079612374550692
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,14,88.52224472731845,27.375883395294256,32.732468372593594,28.413892959430605,HARD,Pirelli,14.0,0,1,1,1,False,False,True,False,22.97525648839481,35.008788339024704,46.081054370411266,1005.1228423767552,False,2.4273208298498647,27.23655797589032,0.9469884650227688,2.2333559850102724,204.95782618010583,323.0942398122612,63.65490858519004,0.17059300131797578,10546.9797199325,11815.762662339846,48,0.11095998483124114
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,15,87.87236597723214,27.25576671588925,32.49224799923611,28.12435126210677,MEDIUM,Pirelli,1.0,1,1,1,1,False,False,True,False,23.011520078466603,34.33641752876197,46.8054056469438,1008.0934237674138,False,2.638141824339019,41.72563760019597,0.9862379023724411,2.099264171370873,212.1513046049222,320.35070889871173,69.44394328771295,0.19460406767259553,10339.73411099082,11877.172116556452,50,0.05772881073309484
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,16,88.04585416794991,27.329857618580842,32.5869988539532,28.12899769541587,MEDIUM,Pirelli,2.0,0,1,1,1,False,False,True,False,22.981596776050026,34.145787113065424,46.08321735347453,1012.2934549968664,False,2.2307812700432055,59.845223630236774,0.9444752070236353,2.0610569695124616,209.80825078289635,319.36648997732186,69.13821169256722,0.18964332368194428,10519.190245786522,11866.889844644693,49,0.11220297175327304
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,17,88.20609847023492,27.34213672200006,32.61887467247362,28.245087075761234,MEDIUM,Pirelli,3.0,0,1,1,1,False,False,True,False,22.924398022919807,33.724232367617546,45.79639957427705,1012.4040575167587,False,2.5135759029284235,96.0946360925102,1.0506687304227105,2.1067550558310657,208.22310838794283,322.30763631569454,63.78189317659894,0.17933138442530103,10513.575544481126,11760.74627531625,47,0.10557931297122043
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,18,88.07054728951688,27.319181062169253,32.63183562070305,28.11953060664458,MEDIUM,Pirelli,4.0,0,1,1,1,False,False,True,False,22.522096736376316,33.213877913601664,45.76460164803491,1009.0976356218148,False,2.2864011204614823,113.07668026050084,1.0191432259126092,2.0997970972390974,209.24741645001004,321.01276730532055,66.92183883142675,0.20015516053475407,10366.445440615456,11779.712380393534,47,0.08910135952861828
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,19,88.39067027873433,27.446838526521127,32.71232779685601,28.231503955357198,MEDIUM,Pirelli,5.0,0,1,1,1,False,False,True,False,22.625907132587713,32.81722980088766,44.89306897564852,1012.9283764155301,False,2.8199168179609475,120.75637552484284,0.9803271597934283,2.0406994203058386,209.2674059893389,320.29353787043414,66.0834141606927,0.19479144210918306,10524.747399582113,11705.790875858203,49,0.09991657541318073
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,20,88.28302698926,27.373936137987076,32.662200894920204,28.246889956352717,MEDIUM,Pirelli,6.0,0,1,1,1,False,False,True,False,22.938406571868896,32.2686516393051,46.21445394544308,1012.806313659992,False,2.574184844511362,147.6098113065724,1.059197228477083,2.1055810546408553,209.6231733404511,319.62776275327616,66.7759141720304,0.1605332158823279,10216.825568799704,11885.463925246877,48,0.12412470120273328
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,21,88.65089920704811,27.488286668823555,32.777453372766836,28.385159165457722,MEDIUM,Pirelli,7.0,0,1,1,1,False,False,True,False,22.486996668154337,31.489510533065026,45.62865148310915,1009.9158585788476,False,2.330315420445994,177.09472596904163,0.9823206806486412,1.9848480840472529,205.64057587635273,323.2327104713844,63.698172957378276,0.191121072717293,10538.14457875246,11908.475126529642,47,0.12029041126636178
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,22,88.49630962698691,27.42811892224836,32.75012730751899,28.318063397219568,MEDIUM,Pirelli,8.0,0,1,1,1,False,False,True,False,22.883356381579254,30.928907291668814,45.66085434285793,1007.4003012574759,False,2.1750711817414623,182.44909043283906,0.9215869926184106,2.1175334843465072,209.51732707473352,323.78418957333116,65.24585109919781,0.1902917923269785,10427.351342047852,11678.661786117214,47,0.0913847244801871
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,23,88.45970655207516,27.410998004711047,32.72122023762784,28.327488309736275,HARD,Pirelli,9.0,0,1,1,1,False,False,True,False,23.13914943693682,30.82824263472004,44.1009387609934,1013.8053943551978,False,2.836928075965602,220.78421624875114,0.9824545774592851,2.2587533192081946,206.47148816457238,321.70541509722545,66.3276823846662,0.1632864751342992,10350.22727066032,11898.375490840002,51,0.13144455089869223
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,24,88.22007218462018,27.323403740208118,32.63228907723402,28.264379367178037,HARD,Pirelli,10.0,0,1,1,1,False,False,True,False,22.686814722504725,30.036395491595208,45.49840272857433,1008.0657101410354,False,2.3852335808236464,237.60384529646,0.9951823517492642,2.1882874225554567,207.57937665360572,319.94125658976526,66.00701630292792,0.17350043805198703,10272.971093172491,11885.343765271462,45,0.09963660621818668
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,25,88.41874435622447,27.40516127323734,32.733031729224464,28.28055135376266,HARD,Pirelli,11.0,0,1,1,1,False,False,True,False,22.76604819075608,30.08226423451844,46.386501993625835,1008.3712756170478,False,2.4431792483606993,253.96782552698915,0.9897930756811093,2.105195516951614,208.25408531427664,324.9169259077624,64.18746198532965,0.17960670146732693,10176.155765070094,11865.149306034331,51,0.0738728095783279
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,26,88.1978455916607,27.352714970064856,32.60898184556312,28.23614877603272,HARD,Pirelli,12.0,0,1,1,1,False,False,True,False,23.331705487598853,28.802802064625013,44.475553051788125,1010.8749580980235,False,2.227991103652893,276.0538008715738,0.9244485369031316,2.143278009778072,208.12634552866692,321.0572296562359,63.57572297156942,0.16164550710809078,10641.956362298524,11767.9740967869,48,0.11487866735896858
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,27,88.1807247744452,27.30566589002348,32.58682689625197,28.28823198816975,HARD,Pirelli,13.0,0,1,1,1,False,False,True,False,23.047988527102177,28.360344155810225,46.04968647937437,1011.2305673143067,False,2.9770542598006746,295.68858727234283,0.9038684454849674,1.9609564223537008,210.39754398094212,322.2904066937178,68.78224775575279,0.15180430582201684,10468.461479972064,11692.424477255141,48,0.08844152118246495
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,AAA,SYN-A,SYN-A,F1,28,88.37354512566029,27.36969381784856,32.64139748239895,28.36245382541278,HARD,Pirelli,14.0,0,1,1,1,False,False,True,False,22.54811626980813,27.830082105160365,45.0227421495019,1009.9536451211205,False,2.8464597907615294,332.56462948712044,0.9915945642165516,2.090620807202383,207.91533442950737,320.75638074554615,65.86745222926876,0.17961326620464893,10567.773064914412,11986.673345435236,47,0.10726021946164417
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,1,87.98431875340157,27.293322016089135,32.551080472283054,28.139916265029377,MEDIUM,Pirelli,1.0,1,1,2,1,False,False,True,False,22.980505361071412,31.18633394358111,45.39237872474556,1009.725589946044,False,2.3143915460634377,91.53079878462286,1.2272745552747588,1.7552040440251149,210.43773744668366,322.5254479913509,64.90247932514437,0.18233901333209576,10399.423878584306,11663.769325207728,46,0.08314279165718486
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,2,88.17961899160433,27.322952369223195,32.61525091709036,28.241415705290777,MEDIUM,Pirelli,2.0,0,1,2,1,False,False,True,False,22.911693917234647,31.8191325957292,43.92472672208869,1009.5954494454068,False,2.5228768619649955,115.20786679771469,1.2447388196485139,1.85916853926874,207.8167148306661,320.5917278209103,66.47117981802229,0.1814321889347767,10381.596831816765,11756.07951769137,46,0.12104679784940225
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,3,88.17095972388665,27.32521371265582,32.642366847774554,28.203379163456276,MEDIUM,Pirelli,3.0,0,1,2,1,False,False,True,False,23.138136001443534,31.829986566575275,46.24303746619037,1010.310069148164,False,2.570844073133654,139.0665007394614,1.1485679754880374,1.903788711488321,209.96211997057804,325.3389419839862,68.01934298608572,0.18233878048769106,10197.501781531455,11894.254481422802,47,0.059349607038660684
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,4,88.28910394150773,27.3777519694995,32.71940749727043,28.191944474737802,MEDIUM,Pirelli,4.0,0,1,2,1,False,False,True,False,22.55234846507614,33.35194055498893,44.70355941980494,1009.8449698762589,False,2.341260276906537,168.18072942306307,1.275847897793949,1.723912936591045,211.23462887795276,321.6110838516368,66.85071669522554,0.18395730761809645,10414.330970052615,11899.480165756393,45,0.09455263973933639
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,5,88.36618830614435,27.40438414271262,32.66541181738189,28.29639234604985,MEDIUM,Pirelli,5.0,0,1,2,1,False,False,True,False,23.219372896548442,33.59227332862234,46.58414590622792,1010.8710076713458,False,2.7677364439331047,183.1761632541205,1.2944859667178992,1.8808409626417009,206.0760577781079,319.6046312723172,65.26977195054914,0.17400142886268471,10287.652425084232,11574.498499353755,46,0.1279460857633238
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,6,88.45983688818903,27.438845439754044,32.75060350738697,28.270387941048014,MEDIUM,Pirelli,6.0,0,1,2,1,False,False,True,False,22.81971601710026,34.214400321518795,45.9851240283497,1011.7025685186447,False,2.689200020059502,179.91665709876645,1.3312562834746247,1.8801976006115428,210.71174775775893,324.5738906959892,64.92134601051532,0.17959811945056814,10517.81107040021,11995.744521489509,46,0.10681465388536517
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,7,88.40136061997313,27.39884070331956,32.70255847468949,28.29996144196408,MEDIUM,Pirelli,7.0,0,1,2,1,False,False,True,False,23.059544058136304,34.34168359456665,47.343203694008054,1011.5678905654675,False,2.4924216741027125,235.75487229176917,1.1490555641881768,1.7584882374188777,209.57431610625179,323.6737049575529,64.68261270822838,0.16477572224352358,10535.002396363052,11849.397008415364,49,0.10049108567107809
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,8,88.63407050632073,27.455491892585513,32.814869619299735,28.363708994435477,MEDIUM,Pirelli,8.0,0,1,2,1,False,False,True,False,22.928012001071863,35.15376087784816,47.096435277822955,1008.6155431732053,False,2.2720837122643442,239.16691641852958,1.30728656009451,1.8148722311812635,207.85384959091067,324.8316656583541,64.73489403364358,0.1756082690452712,10557.460797698923,12023.85933892425,47,0.14998017328455873
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,9,88.5001716009501,27.448598699710494,32.720189003816984,28.33138389742262,HARD,Pirelli,9.0,0,1,2,1,False,False,True,False,23.065656412120468,34.870165837697044,47.53345866228266,1007.8449057281689,False,2.4688912984388423,260.18920690290105,1.366542928417233,1.7741623483688158,205.5299668839509,322.71730581525776,66.42511736867567,0.1861914087909471,10356.462636167249,11849.87157004806,49,0.10276571948643977
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,10,88.48500375339816,27.45136675729318,32.69158230341176,28.342054692693225,HARD,Pirelli,10.0,0,1,2,1,False,False,True,False,23.339530164908574,34.44740451159456,45.97291677193301,1009.4328391226637,False,2.3151731280924253,287.1810256154788,1.5532305832767808,1.9455678892531996,206.50417622396924,322.7770966417381,67.42399916482168,0.20057436169630335,10369.613289519199,11763.358665590244,49,0.13423887086443792
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,11,88.6544645171336,27.503412695455836,32.741334045172145,28.409717776505623,HARD,Pirelli,11.0,0,1,2,1,False,False,True,False,23.201399946596766,35.24708694959995,45.491777600719416,1009.708837119162,False,2.9810507830856854,325.6767264127493,1.3433905705828222,1.9182459411846098,208.3387066217114,322.31741646378345,62.619036399625834,0.18367874565074235,10303.620125182748,11766.980590727566,46,0.10316851489489624
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,12,88.59575507898283,27.410610986809463,32.75361277371226,28.43153131846111,HARD,Pirelli,12.0,0,1,2,1,False,False,True,False,23.365084138169454,33.80413171680631,46.253346102326475,1009.2471880352825,False,2.777849815729716,349.8387346384795,1.3079647978065978,1.6497812732976762,205.8066229627236,323.6849509866831,62.97928669342824,0.1829736526280001,10385.766151126993,11768.636876080742,48,0.10853913888117374
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,13,88.91712178370997,27.603962280846442,32.92050910799824,28.392650394865285,HARD,Pirelli,13.0,0,1,2,1,False,False,True,False,22.81625856697875,34.567239775049515,44.31724360913111,1012.1641261823244,False,2.492593171287668,10.764269684986516,1.294387244555903,1.8431124490236928,205.31679267904013,322.4175457363215,66.18392379803659,0.17564785098411942,10389.108317981496,11691.540089127273,47,0.15561112939899643
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,14,88.65355563357916,27.51015052163758,32.80991071329645,28.333494398645122,HARD,Pirelli,14.0,0,1,2,1,False,False,True,False,22.928401830568472,34.602392693321754,46.53237427910505,1012.3310265029131,False,2.6770304554258657,9.089849126623392,1.2322227240360357,1.8582745895107633,207.56870853093602,321.95988266948984,68.98061645815248,0.16048139600723466,10312.88157958711,11747.084303397209,47,0.1232707924634318
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,15,88.09039189806825,27.32420854440233,32.56584081480318,28.200342538862735,MEDIUM,Pirelli,1.0,1,1,2,1,False,False,True,False,23.418558278071618,34.66628616123577,44.425967157662676,1009.4446722666161,False,2.68761875225762,37.65376108569353,1.1502229148358096,1.7851084178929322,206.52306246475553,323.7431095275022,66.62399949122832,0.19586899448978567,10374.044882897348,11646.666840945214,47,0.09161231550747456
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,16,88.20223161929077,27.353396920330713,32.63799734547859,28.210837353481473,MEDIUM,Pirelli,2.0,0,1,2,1,False,False,True,False,23.13061015850463,33.411675525697504,45.35476766203476,1010.0570281205233,False,2.005656795828248,67.57538242495372,1.423620248347821,1.8924982789977227,210.13855562405948,323.7841352467768,66.81973383536511,0.1654336225743128,10378.597352265517,11774.06835104505,51,0.11415093442320969
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,17,88.23410579767945,27.349882534892835,32.625070382562164,28.25915288022445,MEDIUM,Pirelli,3.0,0,1,2,1,False,False,True,False,23.490234433067872,32.93714081587824,46.104388664156524,1009.0382363491407,False,2.1971706148373316,70.32890429136933,1.35516582517063,1.7775458181611117,209.2017475511681,322.9229995497902,67.95767834672428,0.20571668882910293,10269.006384958022,11753.54922299129,46,0.1256865664353855
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,18,88.26266719511891,27.298413623276744,32.6138225156818,28.350431056160367,MEDIUM,Pirelli,4.0,0,1,2,1,False,False,True,False,22.854692886322074,32.585031076743796,45.97039871676249,1010.222345954513,False,2.255330365130064,98.34139966152657,1.2814240014046407,1.6726031305160607,208.3297800878346,322.07242741648,67.59687528101236,0.1855586551199132,10389.76277800138,11711.263012490179,49,0.12262432741904411
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,19,88.55579471848414,27.4379162733308,32.79378852601469,28.32408991913865,MEDIUM,Pirelli,5.0,0,1,2,1,False,False,True,False,22.649225479257794,32.36822108443941,45.19781376483821,1009.7638589464508,False,2.8620863229435383,129.76144030561352,1.5486350259955695,1.9267148632299618,206.87456506063634,321.9976592493446,65.83036192194656,0.18326223420885643,10557.359486637068,11751.086690832984,50,0.10440716373747386
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,20,88.29261708865839,27.396748342136835,32.731154917753294,28.164713828768264,MEDIUM,Pirelli,6.0,0,1,2,1,False,False,True,False,23.03286139062057,32.13021032663931,47.316690136182665,1010.380333579911,False,2.579171769576482,156.50333577308788,1.3153988188407744,2.0287142239026004,209.9888955807417,321.1456370332183,65.7777952840919,0.18460207592938213,10496.720144015715,11756.267209429161,46,0.11614642789454471
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,21,88.61533370213698,27.441742898916214,32.78044071732744,28.393150085893325,MEDIUM,Pirelli,7.0,0,1,2,1,False,False,True,False,23.036141339840384,31.42551929156391,45.86790845962611,1008.3952023398792,False,2.2146015805361126,171.83109131981246,1.318263833750816,1.7439870181046564,208.5358352881378,325.26926100166753,70.62564276375973,0.20022255284245763,10371.506511889493,11874.019912874062,47,0.11204211792138569
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,22,88.58682923170691,27.44173690199336,32.785441027034096,28.35965130267946,MEDIUM,Pirelli,8.0,0,1,2,1,False,False,True,False,22.604246127144755,31.76882057474741,47.055294597466116,1010.0536455111668,False,2.4877560012110664,205.26832496483314,1.3488038276556598,1.7978324824298018,208.75663371571687,318.7322321983099,67.80004716754668,0.18699159736184287,10419.263189999863,11806.841056221032,48,0.13072591538709474
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,23,88.5891808429159,27.44346847567776,32.74497460688716,28.40073776035097,HARD,Pirelli,9.0,0,1,2,1,False,False,True,False,22.788039780392445,30.196953741734447,45.811450130504014,1009.8546648578057,False,2.797274297137883,204.90309676588413,1.1699765635615078,1.8141266940943568,209.5333693825499,324.86210486177407,68.38414838524355,0.17572901318078948,10452.821698682646,11871.408463239442,46,0.11710072150332887
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,24,88.3749582367483,27.383458700139965,32.73213466474708,28.25936487186125,HARD,Pirelli,10.0,0,1,2,1,False,False,True,False,22.839192676858072,29.851837626293197,45.507852064621076,1011.3276415498824,False,2.5167586204668027,238.23882789566903,1.420182223193742,1.908884225963955,208.82090775577228,327.54177262676484,64.34939193647222,0.18808409593082293,10358.641283505958,11985.578326337129,49,0.14400880242784847
F1,2022,1,2022-03-15,Synthetic_GP_1,Synthetic_Ring,R,BBB,SYN-A,SYN-A,F1,25,88.46543256491314,27.437937719859978,32.75180069209146,28.275694152961712,HARD,Pirelli,11.0,0,1,2,1,False,False,True,False,22.709340127246435,28.35600780198263,46.664312910794344,1011.5409529525424,False,2.6974668024711193,265.89251372927424,1.0740502750890955,1.9133793519569993,208.02146283604145,320.93189477542853,67.91735561593877,0.17771315575108798,10284.457654759077,11837.390215674424,46,0.09174464204889211
